,titles,Type,Processor_Name,RAM,Graphic_Processor,Operating_System,Touchscreen,Screen_Size,Screen_Resolution,Weight,MSOffice,EMMC,SSD_Capacity,HDD_Capacity,prices,links_list
276,"HP 15s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15s-fq2626TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 kg, With MS Office)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,1.69 kg,Yes,NO,256 GB,NO HDD,"₹38,890",https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15s-fq2626tu-thin-light-laptop/p/itmb6caa4658ef88?pid=COMGBH9JHSDZJV9R&lid=LSTCOMGBH9JHSDZJV9RTPPNCG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_277&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGBH9JHSDZJV9R.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
277,"Mi Notebook Horizon Edition 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) JYU4246IN Thin and Light Laptop  (14 inch, Grey, 1.35 kg)",Thin and Light Laptop,Core i7,8 GB,NVIDIA Geforce MX350,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,1.35 kg,No,NO,512 GB,NO HDD,"₹59,990",https://www.flipkart.com/mi-notebook-horizon-14-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-jyu4246in-thin-light-laptop/p/itmd089c75cd439e?pid=COMFZEYHZAYXNTDY&lid=LSTCOMFZEYHZAYXNTDYABSQVX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_278&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMFZEYHZAYXNTDY.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
278,"HP Victus Intel Core i7 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) 15-fa0073TX Gaming Laptop  (15.6 Inch, Performance Blue, 2.37 Kg, With MS Office)",Gaming Laptop,Core i7,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.37 Kg,Yes,NO,512 GB,NO HDD,"₹90,990",https://www.flipkart.com/hp-victus-intel-core-i7-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-15-fa0073tx-gaming-laptop/p/itm9010e2ab6b562?pid=COMGGKKZX7FC7GHU&lid=LSTCOMGGKKZX7FC7GHUX9YXDZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_279&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGGKKZX7FC7GHU.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
279,"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_280&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_I%2BvhKHjyDv4wvYlFZyAD9uN686rrmIX3fTt1CsTfY0uK0jN7TDblEvGBdu6xQ09RM%2B9DINUXMdC5ZUot7kTExQ%3D%3D&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
280,"DELL Vostro Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3425 Thin and Light Laptop  (14 Inch, Carbon Black, 1.48 Kg, With MS Office)",Thin and Light Laptop,Ryzen 5 Hexa Core,8 GB,AMD Radeon Radeon,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,1.48 Kg,Yes,NO,512 GB,NO HDD,"₹46,990",https://www.flipkart.com/dell-vostro-ryzen-5-hexa-core-5625u-8-gb-512-gb-ssd-windows-11-home-3425-thin-light-laptop/p/itm44fe5c294a26e?pid=COMGJ75HXK6KCPVZ&lid=LSTCOMGJ75HXK6KCPVZMOAZCM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_281&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGJ75HXK6KCPVZ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
281,"HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-fa0350TX Gaming Laptop  (15.6 inch, Performance Blue, 2.37 kg, With MS Office)",Gaming Laptop,Core i5,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.37 kg,Yes,NO,512 GB,NO HDD,"₹77,990",https://www.flipkart.com/hp-victus-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15-fa0350tx-gaming-laptop/p/itm162df72a1caa0?pid=COMGGYEBVFGR2KZZ&lid=LSTCOMGGYEBVFGR2KZZRRUCJ8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_282&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGGYEBVFGR2KZZ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
282,"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) AN515-45 Gaming Laptop  (15.6 Inch, Shale Black, 2.2 kg)",Gaming Laptop,Ryzen 5 Hexa Core,16 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.2 kg,No,NO,512 GB,NO HDD,"₹63,990",https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-an515-45-gaming-laptop/p/itm5df9c2dc4f9f8?pid=COMGKBZYEAXDUPM7&lid=LSTCOMGKBZYEAXDUPM72JOFWA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_283&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGKBZYEAXDUPM7.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
283,"Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 Inch, Shadow Black, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,nan,Yes,NO,512 GB,NO HDD,"₹80,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-7-octa-core-amd-r7-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmf5837cb8ef18b?pid=COMGCFNZUUHGWNRZ&lid=LSTCOMGCFNZUUHGWNRZCG04RU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_284&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_I%2BvhKHjyDv4wvYlFZyAD9uN686rrmIX3fTt1CsTfY0vujOJX1hI0WVZshok5uLFbOa7bnZRh2Uyikgq8M3uRJg%3D%3D&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
284,"DELL Inspiron 7000 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 7490 Thin and Light Laptop  (14 inch, Silver, 1.45 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,NVIDIA GeForce MX250,Windows 10 Home,No,35.56 cm (14 inch),1920*1080 pixel,1.45 kg,Yes,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/dell-inspiron-7000-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-7490-thin-light-laptop/p/itm8fc12f55be7e5?pid=COMFZFVXDCNWSCGZ&lid=LSTCOMFZFVXDCNWSCGZSSEMOW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_285&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMFZFVXDCNWSCGZ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
285,"DELL Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 14 2-in-1 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.57 Kg, With MS Office)",2 in 1 Laptop,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,1.57 Kg,Yes,NO,512 GB,NO HDD,"₹76,519",https://www.flipkart.com/dell-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-inspiron-14-2-in-1-2-1-laptop/p/itmeab1a425437e3?pid=COMGJ75HWZZMXPBJ&lid=LSTCOMGJ75HWZZMXPBJLQTYGW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_286&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGJ75HWZZMXPBJ.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
286,"ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) GA503RM-HQ030WS Gaming Laptop  (15.6 inch, Eclipse Gray, 1.90 kg, With MS Office)",Gaming Laptop,Ryzen 9 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,1.90 kg,Yes,NO,1 TB,NO HDD,"₹1,61,990",https://www.flipkart.com/asus-rog-zephyrus-g15-2022-90whr-battery-ryzen-9-octa-core-6900hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-165-hz-ga503rm-hq030ws-gaming-laptop/p/itmf1e468c41bdfc?pid=COMGFWCY9EZEZNFN&lid=LSTCOMGFWCY9EZEZNFNV9EB9G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_287&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGFWCY9EZEZNFN.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
287,"ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) GV601RE-M6012WS 2 in 1 Gaming Laptop  (16 Inch, Eclipse Gray, 2.00 Kg, With MS Office)",2 in 1 Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,Yes,40.64 cm (16 Inch),2560 x 1600 Pixel,2.00 Kg,Yes,NO,1 TB,NO HDD,"₹1,51,990",https://www.flipkart.com/asus-rog-flow-x16-2022-90whr-battery-ryzen-7-octa-core-6800hs-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-gv601re-m6012ws-2-1-gaming-laptop/p/itmd7f551a2c9c13?pid=COMGFWCYWQ2KEQYW&lid=LSTCOMGFWCYWQ2KEQYW70J2DC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_12_288&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=989723f6-7c8b-4f53-95c9-ed7a1b6c4250.COMGFWCYWQ2KEQYW.SEARCH&ppt=None&ppn=None&ssid=dau32t1ohs0000001677668567161&qH=312f91285e048e09
288,"SAMSUNG Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) NP550 Thin and Light Laptop  (15.6 Inch, Graphite, 1.80 Kg, With MS Office)",Thin and Light Laptop,Core i7,16 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,1.80 Kg,Yes,NO,512 GB,NO HDD,"₹72,990",https://www.flipkart.com/samsung-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-np550-thin-light-laptop/p/itmb41a92a4f5879?pid=COMGH3V3HWVNTHCF&lid=LSTCOMGH3V3HWVNTHCFPUMYYG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_289&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMGH3V3HWVNTHCF.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
289,"HP Victus Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-fa0165TX Gaming Laptop  (15.6 inch, Performance Blue, 2.37 kg, With MS Office)",Gaming Laptop,Core i5,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.37 kg,Yes,NO,512 GB,NO HDD,"₹69,990",https://www.flipkart.com/hp-victus-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-15-fa0165tx-gaming-laptop/p/itm6598f02f290f3?pid=COMGGYEBXHZCJXGE&lid=LSTCOMGGYEBXHZCJXGEXCYNNE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_290&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMGGYEBXHZCJXGE.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
290,"DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (15.6 inch, Phantom Grey, 2.4 kg, With MS Office)",Gaming Laptop,Ryzen 5 Hexa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 10,No,39.62 cm (15.6 inch),1920 x 1080 pixel,2.4 kg,Yes,NO,512 GB,NO HDD,"₹73,990",https://www.flipkart.com/dell-g15-ryzen-5-hexa-core-5600h-16-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itmdaa9e0d35da76?pid=COMG666GPTSHNZ47&lid=LSTCOMG666GPTSHNZ47HRW5HG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_291&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMG666GPTSHNZ47.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
291,"Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Core i5,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹68,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6-laptop/p/itmd7174b119daa0?pid=COMGKC6YAWGQPZZY&lid=LSTCOMGKC6YAWGQPZZYMMNQJQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_292&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_lrX9aFo5PteMNOKTR%2BiKzqYp89aAAqq6OajFyys46VimYgr4k%2F1POlvT9%2FXxpQ%2FW5nmule3WkbB9%2B%2BOCIalIEA%3D%3D&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
292,"HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg)",Thin and Light Laptop,Ryzen 5 Hexa Core,8 GB,AMD Radeon,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixels,1.41 Kg,No,NO,512 GB,NO HDD,"₹52,000",https://www.flipkart.com/hp-pavilion-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-14-ec0035au-thin-light-laptop/p/itmf7055ef4f789e?pid=COMG67BXZCXUTPG2&lid=LSTCOMG67BXZCXUTPG2USMKZU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_293&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMG67BXZCXUTPG2.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
293,"DELL Vostro Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Vostro 5620 Thin and Light Laptop  (16 inch, Titan Grey, 1.91 kg kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home,No,40.64 cm (16 inch),1920 x 1080 Pixels,1.91 kg kg,Yes,NO,512 GB,NO HDD,"₹66,190",https://www.flipkart.com/dell-vostro-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-5620-thin-light-laptop/p/itm630020a42fd10?pid=COMGH8YQSUUZTXWG&lid=LSTCOMGH8YQSUUZTXWGWOFXL8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_294&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMGH8YQSUUZTXWG.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
294,"DELL Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (14.96 Inch, Specter Green, 2.5 kg, With MS Office)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 10,No,38.0 cm (14.96 Inch),1920 x 1080 pixel,2.5 kg,Yes,NO,512 GB,NO HDD,"₹71,990",https://www.flipkart.com/dell-ryzen-5-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-4-graphics-nvidia-geforce-rtx-3050-g15-5515-gaming-laptop/p/itm337b5cde6d860?pid=COMG97ARZGJ5NKCJ&lid=LSTCOMG97ARZGJ5NKCJXAXWXP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_295&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMG97ARZGJ5NKCJ.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
295,"Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15ACH6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹62,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ach6-laptop/p/itmaef9651a2d565?pid=COMGBNFUWPH6F56F&lid=LSTCOMGBNFUWPH6F56FCWFV9T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_296&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_lrX9aFo5PteMNOKTR%2BiKzqYp89aAAqq6OajFyys46VhCiTIvxusU7xGVHfenmRDwTEipF3611LaPj1IjRnzCBQ%3D%3D&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
296,"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.56 KG, With MS Office)",2 in 1 Laptop,Core i5,16 GB,NVIDIA GeForce MX350,Windows 10,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,1.56 KG,Yes,NO,512 GB,NO HDD,"₹79,890",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-2-graphics-5410-2-1-laptop/p/itm7a1f741fcab2c?pid=COMG42UTDPH5R7KV&lid=LSTCOMG42UTDPH5R7KVGWVPCN&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_297&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMG42UTDPH5R7KV.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
297,"MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M/144 Hz) A5EFK-083IN Gaming Laptop  (15.6 inch, Carbon Gray, 1.9 kg)",Gaming Laptop,Ryzen 9 Octa Core,16 GB,AMD Radeon RX 6700M,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,1.9 kg,No,NO,1 TB,NO HDD,"₹1,29,990",https://www.flipkart.com/msi-delta-15-amd-advantage-ryzen-9-octa-core-5900hx-5th-gen-16-gb-1-tb-ssd-windows-11-home-10-gb-graphics-amd-radeon-rx-6700m-144-hz-a5efk-083in-gaming-laptop/p/itm9d6cfb55b316a?pid=COMG9VKEHSAGGWBY&lid=LSTCOMG9VKEHSAGGWBY289PRX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_298&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMG9VKEHSAGGWBY.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
298,"APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNE3HN/A  (13.3 inch, Gold, 1.29 kg)",Thin and Light Laptop,M1,8 GB,NA,Mac OS Big Sur,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,1.29 kg,No,NO,512 GB,NO HDD,"₹1,09,990",https://www.flipkart.com/apple-2020-macbook-air-m1-8-gb-512-gb-ssd-mac-os-big-sur-mgne3hn-a/p/itm42b58d659c133?pid=COMFXEKMT6ZFJKHG&lid=LSTCOMFXEKMT6ZFJKHG2RSIBV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_13_299&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=3446d537-fc51-48bf-86c2-b5b5fd626005.COMFXEKMT6ZFJKHG.SEARCH&ppt=None&ppn=None&ssid=e053am8g8w0000001677668567857&qH=312f91285e048e09
