,titles,Type,Processor_Name,RAM,Graphic_Processor,Operating_System,Touchscreen,Screen_Size,Screen_Resolution,Weight,MSOffice,EMMC,SSD_Capacity,HDD_Capacity,prices,links_list
565,"HP Victus Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) 16-e0305AX Gaming Laptop  (16.1 inch, Mica Silver, 2.48 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,40.89 cm (16.1 inch),1920 x 1080 Pixels,2.48 kg,Yes,NO,512 GB,NO HDD,"₹76,290",https://www.flipkart.com/hp-victus-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-16-e0305ax-gaming-laptop/p/itm2c4a679cc89c6?pid=COMGF9UFFAPAPQ6G&lid=LSTCOMGF9UFFAPAPQ6G7RGUC2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_566&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGF9UFFAPAPQ6G.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
566,"acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070 with Max-Q Design) PT315-52 Gaming Laptop  (15.6 inch, Black, 2.1 kg)",Gaming Laptop,Core i7,16 GB,NVIDIA GeForce RTX 2070 with Max-Q Design,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,2.1 kg,No,NO,2 TB,NO HDD,"₹1,59,990",https://www.flipkart.com/acer-predator-triton-300-core-i7-10th-gen-16-gb-2-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-2070-max-q-design-pt315-52-gaming-laptop/p/itm868679c081b00?pid=COMFXV7SZ6DK2M8Q&lid=LSTCOMFXV7SZ6DK2M8QV44RJI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_567&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMFXV7SZ6DK2M8Q.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
567,"ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)",Thin and Light Laptop,Core i7,16 GB,Intel Integrated UHD,Windows 10 Home,No,35.56 cm (14 inch),1920 x 1080 Pixel,0.995 kg,No,NO,1 TB,NO HDD,"₹1,54,990",https://www.flipkart.com/asus-expertbook-b9-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-home-b9450fa-thin-light-laptop/p/itmecea524c6286b?pid=COMFVKZG6HAWKPMY&lid=LSTCOMFVKZG6HAWKPMYNQIJ77&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_568&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMFVKZG6HAWKPMY.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
568,"DELL Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop  (15.6 inch, Carbon Black, With MS Office)",Laptop,Core i3,8 GB,Intel Integrated,Windows 11 Home,No,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,nan,Yes,NO,NO SSD,1 TB,"₹42,500",https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-1-tb-hdd-windows-11-home-3511-laptop/p/itmf677d21c38bbe?pid=COMG9GE7EHAN6YC8&lid=LSTCOMG9GE7EHAN6YC8GRNY84&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_569&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMG9GE7EHAN6YC8.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
569,"acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook  (14 inch, Silver)",Notebook,Pentium Silver,4 GB,Intel Integrated UHD Graphics,Windows 11 Home,No,35.56 cm (14 inch),1366 x 768 Pixel,nan,No,NO,256 GB,NO HDD,"₹26,490",https://www.flipkart.com/acer-aspire-3-pentium-silver-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm1424ce42c0a5a?pid=COMGGYRHR2FBSHWX&lid=LSTCOMGGYRHR2FBSHWX8C0QJZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_570&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGGYRHR2FBSHWX.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
570,"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-45 Gaming Laptop  (15.6 Inch, Shale Black, 2.2 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.2 kg,No,NO,512 GB,1 TB,"₹68,990",https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-8-gb-1-tb-hdd-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-45-gaming-laptop/p/itm66fa3d7923c9e?pid=COMGKBZYTG5UHVFM&lid=LSTCOMGKBZYTG5UHVFMZH5TGD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_571&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGKBZYTG5UHVFM.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
571,"Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,1.65 kg,Yes,NO,512 GB,NO HDD,"₹53,490",https://www.flipkart.com/lenovo-ideapad-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-15itl6-thin-light-laptop/p/itm019d07e14a431?pid=COMG6AKVCAGQZBW8&lid=LSTCOMG6AKVCAGQZBW8AV9128&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_572&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMG6AKVCAGQZBW8.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
572,"DELL Allienware Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) Alienware x17 R2 Gaming Laptop  (17.3 Inch, Lunar Light, 2.34 Kg, With MS Office)",Gaming Laptop,Core i7,32 GB,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,No,43.94 cm (17.3 Inch),1920 x 1080 Pixels,2.34 Kg,Yes,NO,1 TB,NO HDD,"₹3,00,490",https://www.flipkart.com/dell-allienware-core-i7-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-alienware-x17-r2-gaming-laptop/p/itm5d951116d43c2?pid=COMGJ75HJTPNGAFD&lid=LSTCOMGJ75HJTPNGAFDGWATLY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_573&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGJ75HJTPNGAFD.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
573,"HP HP 250 G7 Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Home) 250 G7 Notebook Notebook  (15.6 inch, DarkAsh, 1.78 kg)",Notebook,Core i5,8 GB,Intel Integrated Graphic card footnote number	[17],Windows 10 Home,No,39.62 cm (15.6 inch),1920 * 1080 pixel,1.78 kg,No,NO,512 GB,512 GB,"₹54,890",https://www.flipkart.com/hp-250-g7-core-i5-10th-gen-8-gb-512-gb-hdd-512-ssd-windows-10-home-notebook/p/itmc19e97723ed13?pid=COMGF6N8FPTRY2WP&lid=LSTCOMGF6N8FPTRY2WPNJJZOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_574&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGF6N8FPTRY2WP.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
574,"ASUS Core i3 12th Gen - (8 GB/256 GB SSD/Windows 11 Home) X1502ZA-EJ302WS Laptop  (15.6 inch, Icelight Silver, With MS Office)",Laptop,Core i3,8 GB,Intel Integrated,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 pixel,nan,Yes,NO,256 GB,NO HDD,"₹39,990",https://www.flipkart.com/asus-core-i3-12th-gen-8-gb-256-gb-ssd-windows-11-home-x1502za-ej302ws-laptop/p/itm6ec4b3411c5aa?pid=COMGGTQW4ZPAMGCG&lid=LSTCOMGGTQW4ZPAMGCGFHUYLH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_575&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGGTQW4ZPAMGCG.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
575,"DELL Allienware Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) Alienware x14 Gaming Laptop  (14 Inch, Lunar Light, 1.84 Kg, With MS Office)",Gaming Laptop,Core i7,16 GB,NVIDIA GeForce RTX 3050 Ti,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixels,1.84 Kg,Yes,NO,512 GB,NO HDD,"₹1,76,490",https://www.flipkart.com/dell-allienware-core-i7-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-ti-alienware-x14-gaming-laptop/p/itm33b8d41bf3fa8?pid=COMGJ75HPCZZ7GJM&lid=LSTCOMGJ75HPCZZ7GJMGECKKW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_576&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=65bd571d-55c9-41ec-aaef-d4aa5cfc233e.COMGJ75HPCZZ7GJM.SEARCH&ppt=None&ppn=None&ssid=js7slqekc00000001677668575816&qH=312f91285e048e09
576,"acer Aspire 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook  (14 inch, Silver)",Notebook,Celeron Dual Core,4 GB,Intel Integrated UHD Graphics,Windows 11 Home,No,35.56 cm (14 inch),1366 x 768 Pixel,nan,No,NO,256 GB,NO HDD,"₹41,999",https://www.flipkart.com/acer-aspire-3-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-a314-35-notebook/p/itm4222966586c4f?pid=COMGGYRHXFUPTDGM&lid=LSTCOMGGYRHXFUPTDGMLFEDRM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_577&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGYRHXFUPTDGM.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
577,"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-45 Gaming Laptop  (15.6 Inch, Shale Black, 2.2 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.2 kg,No,NO,512 GB,1 TB,"₹68,990",https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-8-gb-1-tb-hdd-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-45-gaming-laptop/p/itm66fa3d7923c9e?pid=COMGKBZYTG5UHVFM&lid=LSTCOMGKBZYTG5UHVFMZH5TGD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_578&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGKBZYTG5UHVFM.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
578,"acer Predator Triton 500 SE Core i7 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) PT516-52s Gaming Laptop  (16 Inch, Steel Grey, 2.4 KG, With MS Office)",Gaming Laptop,Core i7,32 GB,NVIDIA GeForce RTX 3070 Ti,Windows 11 Home,No,40.64 cm (16 Inch),2560 x 1600 Pixel,2.4 KG,Yes,NO,2 TB,NO HDD,"₹2,29,990",https://www.flipkart.com/acer-predator-triton-500-se-core-i7-12th-gen-32-gb-2-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-ti-pt516-52s-gaming-laptop/p/itm46104696d66de?pid=COMGENKVBMKBYDZ7&lid=LSTCOMGENKVBMKBYDZ7EFNJEW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_579&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGENKVBMKBYDZ7.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
579,"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ACH6| 15ACH6D1| IdeaPad Gaming3 15ACH6D1 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)",Gaming Laptop,Ryzen 5 Hexa Core,8 GB,NVIDIA GeForce GTX 1650,Windows 11 Home,No,39.62 cm (15.6 inch),1920x1080 Pixel,2.25 kg,No,NO,512 GB,NO HDD,"₹54,830",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWOF4RUE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_580&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_zUJJjOAp9JxWK%2Fig3JQS0rgVjtI%2BFrIxXs20b1wkLT3ZZM%2BoxSMpI6Uy4IsHEnIZZEBRS%2FNEoNoresmrUJkL9w%3D%3D&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
580,"acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/1 TB HDD/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) AN515-45 Gaming Laptop  (15.6 Inch, Shale Black, 2.2 kg)",Gaming Laptop,Ryzen 5 Hexa Core,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.2 kg,No,NO,512 GB,1 TB,"₹75,990",https://www.flipkart.com/acer-nitro-5-ryzen-hexa-core-5600h-16-gb-1-tb-hdd-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-45-gaming-laptop/p/itm0f2b5ab0c0703?pid=COMGKBZY9U2BKHZM&lid=LSTCOMGKBZY9U2BKHZMTMW2SW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_581&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGKBZY9U2BKHZM.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
581,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) Inspiron 5301 Thin and Light Laptop  (13.3 inch, Silver, 1.23 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated Iris Xe,Windows 10 Home,No,33.78 cm (13.3 inch),1920 x 1080 Pixel,1.23 kg,Yes,NO,1 TB,NO HDD,"₹78,190",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-ssd-windows-10-home-5301-thin-light-laptop/p/itm17b01fdb28a51?pid=COMFX7WJNJYMKGQQ&lid=LSTCOMFX7WJNJYMKGQQJJHJV6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_582&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMFX7WJNJYMKGQQ.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
582,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated UHD,Windows 11 Home,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,1.8 kg,Yes,NO,512 GB,NO HDD,"₹49,990",https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmfc00129bfb0c7?pid=COMGF478XMB8URCH&lid=LSTCOMGF478XMB8URCHJHKSDC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_583&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGF478XMB8URCH.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
583,"Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 82JQ00JCIN|82JQ0062IN|82JQ011FIN Gaming Laptop  (16 inch, Storm Grey (top), Black (bottom), 2.45 kg, With MS Office)",Gaming Laptop,Ryzen 7 Octa Core,16 GB,NVIDIA GeForce RTX 3060,Windows 11 Home,No,40.64 cm (16 inch),2560 x 1600 Pixel,2.45 kg,Yes,NO,1 TB,NO HDD,"₹1,31,490",https://www.flipkart.com/lenovo-legion-5-pro-ryzen-7-octa-core-5800h-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-82jq00jcin-82jq0062in-82jq011fin-gaming-laptop/p/itmb0758282c84db?pid=COMG6ZFCB5CP39HX&lid=LSTCOMG6ZFCB5CP39HXUACVZD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_584&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_zUJJjOAp9JxWK%2Fig3JQS0rgVjtI%2BFrIxXs20b1wkLT0om1V0rvJpEjMDoU62JzyTLxrrwQN2u3aHPvxWb%2FlLog%3D%3D&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
584,"MSI Core i3 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) Modern 14 C12M-269IN Thin and Light Laptop  (14 Inch, Black)",Thin and Light Laptop,Core i3,8 GB,Intel Integrated UHD,Windows 11 Home,No,35.56 cm (14 Inch),1920 x 1080 Pixel,nan,No,NO,512 GB,NO HDD,"₹45,490",https://www.flipkart.com/msi-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-modern-14-c12m-269in-thin-light-laptop/p/itm0f4eabfa1ffa8?pid=COMGHRF5Q5RXDHBM&lid=LSTCOMGHRF5Q5RXDHBMJDOOSC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_585&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGHRF5Q5RXDHBM.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
586,"ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX333FA-A5822TS Thin and Light Laptop  (13.3 inch, Icicle Silver, 1.27 kg, With MS Office)",Thin and Light Laptop,Core i5,8 GB,Intel Integrated UHD,Windows 10 Home,No,33.78 cm (13.3 inch),1920 x 1080 Pixel,1.27 kg,Yes,NO,512 GB,NO HDD,"₹79,990",https://www.flipkart.com/asus-zenbook-classic-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-ux333fa-a5822ts-thin-light-laptop/p/itm6c374b36bdb48?pid=COMFH27GYWTUAXTS&lid=LSTCOMFH27GYWTUAXTS25M87X&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_587&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMFH27GYWTUAXTS.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
587,"Lenovo Lenovo IdeaPad Gaming 3 Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 Kg, With MS Office)",Gaming Laptop,Core i5,16 GB,NVIDIA GeForce RTX 3050,Windows 11 Home,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,2.25 Kg,Yes,NO,512 GB,NO HDD,"₹68,990",https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6-laptop/p/itmd7174b119daa0?pid=COMGKC6YAWGQPZZY&lid=LSTCOMGKC6YAWGQPZZYMMNQJQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_588&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=en_zUJJjOAp9JxWK%2Fig3JQS0rgVjtI%2BFrIxXs20b1wkLT0OPcoDcAlvB2%2BURNtyT3kb5nmule3WkbB9%2B%2BOCIalIEA%3D%3D&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
588,"ASUS ProArt Studiobook 16 OLED (2022) with ASUS Dial Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) H7600ZW-L911WS Creator Laptop  (16 inch, Mineral Black, 2.40 Kg, With MS Office)",Creator Laptop,Core i9,32 GB,NVIDIA GeForce RTX 3070,Windows 11 Home,No,40.64 cm (16 inch),3840 x 2400 Pixel,2.40 Kg,Yes,NO,1 TB,NO HDD,"₹2,49,990",https://www.flipkart.com/asus-proart-studiobook-16-oled-2022-dial-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-h7600zw-l911ws-creator-laptop/p/itm912780a5490cb?pid=COMGGBGRMHRYZYXK&lid=LSTCOMGGBGRMHRYZYXKN7M3RT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_25_589&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=1c032224-0794-4a29-b33e-22610864639b.COMGGBGRMHRYZYXK.SEARCH&ppt=None&ppn=None&ssid=u58avscmsw0000001677668576545&qH=312f91285e048e09
